"full_text","tokens","processed_text","label"
"booklady2002 kfor mereka anak anak tidak mendapatkan pendidikan sejak sandy garrett mengevisi abad pertengahan dengan pendidikan berbasis hasildia benar benar mengirim memo kepada guru yang mengatakan tidak repot repot mengajar dari kelas 6 hingga 8 karena pembelajaran yang sebenarnya terjadi di hs","['booklady2002', 'kfor', 'anak', 'anak', 'pendidikan', 'sandy', 'garrett', 'mengevisi', 'abad', 'pertengahan', 'pendidikan', 'basis', 'hasildia', 'mengirim', 'memo', 'guru', 'repot', 'repot', 'ajar', 'kelas', '6', '8', 'ajar', 'h']","booklady2002 kfor anak anak pendidikan sandy garrett mengevisi abad pertengahan pendidikan basis hasildia mengirim memo guru repot repot ajar kelas 6 8 ajar h","positif"
"alphafox78 lulusan stellar dari pendidikan berbasis hasil sekolah umum","['alphafox78', 'lulusan', 'stellar', 'pendidikan', 'basis', 'hasil', 'sekolah']","alphafox78 lulusan stellar pendidikan basis hasil sekolah","positif"
"saya pikir sama benarnya dalam pendidikan yang ironis karena kami adalah bidang berbasis hasilnamun transisi siswa ke dalam prinsip atau nilai nilai program untuk membangun kinerja terlebih dahulu sering menghasilkan hasil yang lebih tinggi dalam hasil bagi kita di kemudian hari","['pikir', 'benarnya', 'pendidikan', 'ironis', 'bidang', 'basis', 'hasilnamun', 'transisi', 'siswa', 'prinsip', 'nilai', 'nilai', 'program', 'membangun', 'kinerja', 'menghasilkan', 'hasil', 'hasil']","pikir benarnya pendidikan ironis bidang basis hasilnamun transisi siswa prinsip nilai nilai program membangun kinerja menghasilkan hasil hasil","positif"
"reservasi hoodsankit dalam pendidikan dan pekerjaan bahkan bukan hasil dari pakta poonaitu diberikan sebagai amandemen konstitusi pertama","['reservasi', 'hoodsankit', 'pendidikan', 'kerja', 'hasil', 'pakta', 'poonaitu', 'amandemen', 'konstitusi']","reservasi hoodsankit pendidikan kerja hasil pakta poonaitu amandemen konstitusi","netral"
"pertama pendidikan berbasis hasil anda mendapat kredit untuk 22 5 karena anda mencobaberikutnya trofi partisipasitidak ada pemenang yang tidak ada pecundang setidaknya anda mencobasekarang definisi seorang wanita dipertanyakan jenis kelamin anda dapat diperdebatkanapa selanjutnyapresharrisanda mencoba","['pendidikan', 'basis', 'hasil', 'kredit', '22', '5', 'mencobaberikutnya', 'trofi', 'partisipasitidak', 'pemenang', 'pecundang', 'mencobasekarang', 'definisi', 'wanita', 'jenis', 'kelamin', 'diperdebatkanapa', 'selanjutnyapresharrisanda', 'mencoba']","pendidikan basis hasil kredit 22 5 mencobaberikutnya trofi partisipasitidak pemenang pecundang mencobasekarang definisi wanita jenis kelamin diperdebatkanapa selanjutnyapresharrisanda mencoba","negatif"
"ashleasimonbf pendidikan dan sopan santun berbasis hasil","['ashleasimonbf', 'pendidikan', 'sopan', 'santun', 'basis', 'hasil']","ashleasimonbf pendidikan sopan santun basis hasil","netral"
"tentu sajamereka telah mendorong ini di sekolah pendidikan berbasis hasil selama bertahun tahunbukan kesempatan yang sama hasil yang samagila","['sajamereka', 'mendorong', 'sekolah', 'pendidikan', 'basis', 'hasil', 'bertahun', 'tahunbukan', 'kesempatan', 'hasil', 'samagila']","sajamereka mendorong sekolah pendidikan basis hasil bertahun tahunbukan kesempatan hasil samagila","negatif"
"elonmusk tentu sajamereka telah mendorong ini di sekolah pendidikan berbasis hasil selama bertahun tahunbukan kesempatan yang sama hasil yang samagila","['elonmusk', 'sajamereka', 'mendorong', 'sekolah', 'pendidikan', 'basis', 'hasil', 'bertahun', 'tahunbukan', 'kesempatan', 'hasil', 'samagila']","elonmusk sajamereka mendorong sekolah pendidikan basis hasil bertahun tahunbukan kesempatan hasil samagila","negatif"
"periklesgreat endwokeness mungkin orang sekarang akan memahami pendidikan berbasis hasiltelah di sekolah umum as selama beberapa dekade hasil yang sama berarti pendidikan denominator umum terendah untuk anak anak kita","['periklesgreat', 'endwokeness', 'orang', 'memahami', 'pendidikan', 'basis', 'hasiltelah', 'sekolah', 'a', 'dekade', 'hasil', 'pendidikan', 'denominator', 'terendah', 'anak', 'anak']","periklesgreat endwokeness orang memahami pendidikan basis hasiltelah sekolah a dekade hasil pendidikan denominator terendah anak anak","netral"
"elonmusk equal opportunity tidak dapat hidup berdampingan dengan hasil yang samajika setiap orang diberi kesempatan yang sama untuk mendapatkan pendidikan berdasarkan kepentingan masing masing orang hasilnya hampir selalu tidak sama jika kehendak bebas dihapus dari populasi hasil yang sama dapat dicapai usa","['elonmusk', 'equal', 'opportunity', 'hidup', 'berdampingan', 'hasil', 'samajika', 'orang', 'kesempatan', 'pendidikan', 'berdasarkan', 'kepentingan', 'orang', 'hasilnya', 'kehendak', 'bebas', 'dihapus', 'populasi', 'hasil', 'dicapai', 'usa']","elonmusk equal opportunity hidup berdampingan hasil samajika orang kesempatan pendidikan berdasarkan kepentingan orang hasilnya kehendak bebas dihapus populasi hasil dicapai usa","negatif"
"johnrlottjr studi pendidikan berbasis hasil obe sebagai model untuk mediokritas","['johnrlottjr', 'studi', 'pendidikan', 'basis', 'hasil', 'obe', 'model', 'mediokritas']","johnrlottjr studi pendidikan basis hasil obe model mediokritas","negatif"
"johnlefevre pendidikan berbasis hasil obe di mana siswa berkinerja terendah menetapkan standar untuk semua kehidupan berbasis hasil sekarangdi mana paling tidak produktif amerika menetapkan standar di bawah kamala","['johnlefevre', 'pendidikan', 'basis', 'hasil', 'obe', 'siswa', 'berkinerja', 'terendah', 'menetapkan', 'standar', 'kehidupan', 'basis', 'hasil', 'sekarangdi', 'produktif', 'amerika', 'menetapkan', 'standar', 'kamala']","johnlefevre pendidikan basis hasil obe siswa berkinerja terendah menetapkan standar kehidupan basis hasil sekarangdi produktif amerika menetapkan standar kamala","negatif"
"nitttr chennai sedang melakukan program pengembangan profesional tentang pendidikan berbasis hasil dari 05082024 hingga 09082024 untuk anggota fakultas dari semua disiplin ilmu dari tamil nadu dan andhra pradesh dalam mode kontaktraining","['nitttr', 'chennai', 'program', 'pengembangan', 'profesional', 'pendidikan', 'basis', 'hasil', '05082024', '09082024', 'anggota', 'fakultas', 'disiplin', 'ilmu', 'tamil', 'nadu', 'andhra', 'pradesh', 'mode', 'kontaktraining']","nitttr chennai program pengembangan profesional pendidikan basis hasil 05082024 09082024 anggota fakultas disiplin ilmu tamil nadu andhra pradesh mode kontaktraining","positif"
"legislator atau senator republik texas tidak melakukan apa pun untuk memperbaiki sistem sekolah umum kamimereka hanya memilih untuk mengatur sekolah kami pada pendidikan berbasis hasil yang mempromosikan agenda unescokeluarkan anak anak dan cucu anda dari sistemanak anak anda tidak lebih dari","['legislator', 'senator', 'republik', 'texas', 'memperbaiki', 'sistem', 'sekolah', 'kamimereka', 'memilih', 'mengatur', 'sekolah', 'pendidikan', 'basis', 'hasil', 'mempromosikan', 'agenda', 'unescokeluarkan', 'anak', 'anak', 'cucu', 'sistemanak', 'anak']","legislator senator republik texas memperbaiki sistem sekolah kamimereka memilih mengatur sekolah pendidikan basis hasil mempromosikan agenda unescokeluarkan anak anak cucu sistemanak anak","negatif"
"apakah anda pikir mereka mulai mendapatkannyapendidikan berbasis hasilmenurut anda apa hasilnya","['pikir', 'mendapatkannyapendidikan', 'basis', 'hasilmenurut', 'hasilnya']","pikir mendapatkannyapendidikan basis hasilmenurut hasilnya","netral"
"bergabunglah dengan kami untuk lokakarya 3 hari yang transformatif tentang pedagogi digital mengintegrasikan tik ampai dengan pendidikan berbasis hasil yang diselenggarakan oleh pusat pengajaran dan pembelajaran ctlmari kita revolusi belajar bersamateaching workshop learning educationrevolution ict ai ctl","['bergabunglah', 'lokakarya', '3', 'transformatif', 'pedagogi', 'digital', 'mengintegrasikan', 'tik', 'ampai', 'pendidikan', 'basis', 'hasil', 'diselenggarakan', 'pusat', 'ajar', 'ajar', 'ctlmari', 'revolusi', 'ajar', 'bersamateaching', 'workshop', 'learning', 'educationrevolution', 'ict', 'ai', 'ctl']","bergabunglah lokakarya 3 transformatif pedagogi digital mengintegrasikan tik ampai pendidikan basis hasil diselenggarakan pusat ajar ajar ctlmari revolusi ajar bersamateaching workshop learning educationrevolution ict ai ctl","positif"
"kami memamerkan demo langsung 𝐃𝐢𝐠𝐢𝐢𝐀𝐈 yang membuat penilaian otomatis selaras dengan kerangka pendidikan berbasis hasil obeterima kasih kepada semua orang karena telah mempercayai digii dan bergabung dengan perayaan inimenantikan untuk bertemu anda lagi tahun depangodigii","['memamerkan', 'demo', 'langsung', '𝐃𝐢𝐠𝐢𝐢𝐀𝐈', 'penilaian', 'otomatis', 'selaras', 'kerangka', 'pendidikan', 'basis', 'hasil', 'obeterima', 'kasih', 'orang', 'mempercayai', 'digii', 'bergabung', 'perayaan', 'inimenantikan', 'bertemu', 'depangodigii']","memamerkan demo langsung 𝐃𝐢𝐠𝐢𝐢𝐀𝐈 penilaian otomatis selaras kerangka pendidikan basis hasil obeterima kasih orang mempercayai digii bergabung perayaan inimenantikan bertemu depangodigii","negatif"
"wakil rektor dari sr shankapal menyampaikan alamat utama hari ini yang merinci visi dan komitmen gm university untuk pendidikan berbasis hasil selama hari ketiga orientasi fakultasgmuniversity facultyorientation academicexcellence","['wakil', 'rektor', 'sr', 'shankapal', 'alamat', 'utama', 'merinci', 'visi', 'komitmen', 'gm', 'university', 'pendidikan', 'basis', 'hasil', 'ketiga', 'orientasi', 'fakultasgmuniversity', 'facultyorientation', 'academicexcellence']","wakil rektor sr shankapal alamat utama merinci visi komitmen gm university pendidikan basis hasil ketiga orientasi fakultasgmuniversity facultyorientation academicexcellence","positif"
"apa yang terjadi di inggris saat ini adalah hasil yang tak terhindarkan dari kebijakan berdasarkan pendidikan universitas alih alih sejarah dan bukti","['inggris', 'hasil', 'terhindarkan', 'kebijakan', 'berdasarkan', 'pendidikan', 'universitas', 'alih', 'alih', 'sejarah', 'bukti']","inggris hasil terhindarkan kebijakan berdasarkan pendidikan universitas alih alih sejarah bukti","negatif"
"diterbitkan hari ini mengembangkan model pembelajaran dan ringkasan partisipasi prapenilaian tujuan prapenilaian prapenilaian konsep obe pendidikan berbasis hasil untuk meningkatkan hasil pengajaran pendidikan tinggi","['diterbitkan', 'mengembangkan', 'model', 'ajar', 'ringkasan', 'partisipasi', 'prapenilaian', 'tujuan', 'prapenilaian', 'prapenilaian', 'konsep', 'obe', 'pendidikan', 'basis', 'hasil', 'meningkatkan', 'hasil', 'ajar', 'pendidikan']","diterbitkan mengembangkan model ajar ringkasan partisipasi prapenilaian tujuan prapenilaian prapenilaian konsep obe pendidikan basis hasil meningkatkan hasil ajar pendidikan","positif"
"memberikan pendidikan berbasis hasil pembelajaran pada skala dan menjembatani kesenjangan keterampilan adalah inti dari reformasi pendidikan kita saat iniprof m jagadesh kumar mamidala90 ketua ugccourtesy times of india hyderabad edition 03082024ugc education skills students","['pendidikan', 'basis', 'hasil', 'ajar', 'skala', 'menjembatani', 'kesenjangan', 'keterampilan', 'inti', 'reformasi', 'pendidikan', 'iniprof', 'm', 'jagadesh', 'kumar', 'mamidala90', 'ketua', 'ugccourtesy', 'time', 'of', 'india', 'hyderabad', 'edition', '03082024ugc', 'education', 'skill', 'student']","pendidikan basis hasil ajar skala menjembatani kesenjangan keterampilan inti reformasi pendidikan iniprof m jagadesh kumar mamidala90 ketua ugccourtesy time of india hyderabad edition 03082024ugc education skill student","positif"
"lepaskan kekuatan pendidikan berbasis hasilechelon institute of technology dengan bangga menjadi tuan rumah lokakarya tentang pendidikan berbasis hasil obe yang dipimpin oleh prof dari yang terhormat dari arbind kumar pandey direktur bit gorakhpurbergabunglah dengan kami pada tanggal 27 juli 2024 pukul 1400 dan seterusnya untuk mendapatkan","['lepaskan', 'kekuatan', 'pendidikan', 'basis', 'hasilechelon', 'institute', 'of', 'technology', 'bangga', 'tuan', 'rumah', 'lokakarya', 'pendidikan', 'basis', 'hasil', 'obe', 'dipimpin', 'prof', 'terhormat', 'arbind', 'kumar', 'pandey', 'direktur', 'bit', 'gorakhpurbergabunglah', 'tanggal', '27', 'juli', '2024', '1400']","lepaskan kekuatan pendidikan basis hasilechelon institute of technology bangga tuan rumah lokakarya pendidikan basis hasil obe dipimpin prof terhormat arbind kumar pandey direktur bit gorakhpurbergabunglah tanggal 27 juli 2024 1400","positif"
"governorshapiro dan nilai tes akan terus kawahfyi josh anda tidak dapat menghabiskan jalan menuju keunggulan skolastiksampai kami memiliki pendidikan berbasis hasil sistem saat ini akan terus gagal","['governorshapiro', 'nilai', 'te', 'kawahfyi', 'josh', 'menghabiskan', 'jalan', 'keunggulan', 'skolastiksampai', 'memiliki', 'pendidikan', 'basis', 'hasil', 'sistem', 'gagal']","governorshapiro nilai te kawahfyi josh menghabiskan jalan keunggulan skolastiksampai memiliki pendidikan basis hasil sistem gagal","negatif"
"penerimaan bukamusim gugur semester 2024 di fakultas kedokteran kedokteran dan teknologi mediskami bangga dengan metodologi pengajaran inovatif kami yang berfokus pada hasil yang berpusat pada siswa dan pembelajaran berbasis praktikhubungi 93745050441 whats app 93785030915","['penerimaan', 'bukamusim', 'gugur', 'semester', '2024', 'fakultas', 'kedokteran', 'kedokteran', 'teknologi', 'mediskami', 'bangga', 'metodologi', 'ajar', 'inovatif', 'berfokus', 'hasil', 'berpusat', 'siswa', 'ajar', 'basis', 'praktikhubungi', '93745050441', 'whats', 'app', '93785030915']","penerimaan bukamusim gugur semester 2024 fakultas kedokteran kedokteran teknologi mediskami bangga metodologi ajar inovatif berfokus hasil berpusat siswa ajar basis praktikhubungi 93745050441 whats app 93785030915","positif"
"rwoolfy29 pennyjd bukan itu cara kerja statistik itu akan didasarkan pada peningkatan per murid sehingga masing masing sekolah tidak akan memiliki efek besar pada hasilnya","['rwoolfy29', 'pennyjd', 'kerja', 'statistik', 'didasarkan', 'peningkatan', 'murid', 'sekolah', 'memiliki', 'efek', 'hasilnya']","rwoolfy29 pennyjd kerja statistik didasarkan peningkatan murid sekolah memiliki efek hasilnya","negatif"
"pelatihan ampbiro pembelajaran aicte menyelenggarakan diskusi buku online tentang buku pendidikan berbasis aicte analog electronic devices teori dan praktik pada 30 juli 2024 sitharamtg","['pelatihan', 'ampbiro', 'ajar', 'aicte', 'menyelenggarakan', 'diskusi', 'buku', 'online', 'buku', 'pendidikan', 'basis', 'aicte', 'analog', 'electronic', 'device', 'teori', 'praktik', '30', 'juli', '2024', 'sitharamtg']","pelatihan ampbiro ajar aicte menyelenggarakan diskusi buku online buku pendidikan basis aicte analog electronic device teori praktik 30 juli 2024 sitharamtg","positif"
"ptguy5 capnscalawag teatasusa jika pemerintah menyangkal anda dana untuk pendidikan tetapi menyediakannya kepada orang lain hanya berdasarkan warna kulit tidak hanya merupakan upaya untuk menegaskan kesetaraan hasil tetapi baik rasis maupun rabun","['ptguy5', 'capnscalawag', 'teatasusa', 'pemerintah', 'menyangkal', 'dana', 'pendidikan', 'menyediakannya', 'orang', 'berdasarkan', 'warna', 'kulit', 'upaya', 'kesetaraan', 'hasil', 'rasis', 'rabun']","ptguy5 capnscalawag teatasusa pemerintah menyangkal dana pendidikan menyediakannya orang berdasarkan warna kulit upaya kesetaraan hasil rasis rabun","negatif"
"nitttr kolkata ampicfai secara bersama sama mengatur program pelatihan tentang pendidikan berbasis hasil","['nitttr', 'kolkata', 'ampicfai', 'mengatur', 'program', 'pelatihan', 'pendidikan', 'basis', 'hasil']","nitttr kolkata ampicfai mengatur program pelatihan pendidikan basis hasil","netral"
"nitttr kolkata ampicfai secara bersama sama mengatur program pelatihan tentang pendidikan berbasis hasilnitttrkolkata icfai icfaiuniversity trainingprogramononcomebaseducation trainingprogram outcomebaseducation nitttr agartala tripura kolkata","['nitttr', 'kolkata', 'ampicfai', 'mengatur', 'program', 'pelatihan', 'pendidikan', 'basis', 'hasilnitttrkolkata', 'icfai', 'icfaiuniversity', 'trainingprogramononcomebaseducation', 'trainingprogram', 'outcomebaseducation', 'nitttr', 'agartala', 'tripura', 'kolkata']","nitttr kolkata ampicfai mengatur program pelatihan pendidikan basis hasilnitttrkolkata icfai icfaiuniversity trainingprogramononcomebaseducation trainingprogram outcomebaseducation nitttr agartala tripura kolkata","netral"
"rekomendasi praktik terbaik untuk nyeri muskuloskeletal layar yang berpusat pasien untuk bendera merah pencitraan penilaian psikologis hanya jika diindikasikan pemeriksaan fisikneuro monitor pendidikan pasien mempromosikan latihan berbasis bukti berbasis","['rekomendasi', 'praktik', 'terbaik', 'nyeri', 'muskuloskeletal', 'layar', 'berpusat', 'pasien', 'bendera', 'merah', 'pencitraan', 'penilaian', 'psikologis', 'diindikasikan', 'pemeriksaan', 'fisikneuro', 'monitor', 'pendidikan', 'pasien', 'mempromosikan', 'latihan', 'basis', 'bukti', 'basis']","rekomendasi praktik terbaik nyeri muskuloskeletal layar berpusat pasien bendera merah pencitraan penilaian psikologis diindikasikan pemeriksaan fisikneuro monitor pendidikan pasien mempromosikan latihan basis bukti basis","netral"
